Date,Time,Fetcher,Student,Status
2026-02-16,17:29:40,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,17:29:48,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,17:39:43,Magdalena,Rosé Park,AUTHORIZED
2026-02-16,17:39:48,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,17:39:56,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,17:40:01,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,18:02:54,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,18:02:58,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,18:03:17,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,18:06:05,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,18:06:09,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,18:06:20,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,19:07:24,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,19:07:28,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:08:34,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,19:12:46,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,19:12:54,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:13:23,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,19:13:37,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,19:13:41,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:13:48,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,19:14:05,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,19:14:10,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:14:20,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,19:14:37,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,19:14:41,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:14:45,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,19:21:42,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,19:21:46,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:21:53,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,19:22:09,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,19:22:20,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:22:49,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,19:24:15,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,19:24:25,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:24:32,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,19:24:46,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,19:24:56,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,19:25:15,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:25:59,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:26:04,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,19:26:11,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,19:26:29,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,19:26:38,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:26:54,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,19:26:59,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:27:07,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,19:27:23,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:27:32,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,19:27:37,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,19:27:52,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,19:27:57,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:28:04,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,19:29:49,TEACHER (Andi),Lisa Manobal,AUTHORIZED (TEACHER OVERRIDE)
2026-02-16,19:30:04,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:30:19,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,19:51:03,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,19:51:07,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:51:16,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,19:51:35,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,19:52:00,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,19:52:37,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,20:07:53,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,20:08:06,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,20:08:23,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,20:09:04,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,20:09:15,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,20:22:46,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,20:23:27,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,20:23:39,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,20:24:15,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,20:24:25,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,20:24:59,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,20:25:41,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,20:26:15,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,20:26:25,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,20:26:53,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,20:28:11,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,20:28:24,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,20:44:39,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,20:45:39,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,20:45:56,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,20:46:54,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,20:47:01,Magdalena,Rosé Park,AUTHORIZED
2026-02-16,20:47:08,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,20:47:14,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,20:47:30,TEACHER (Andi),Rosé Park,AUTHORIZED (TEACHER OVERRIDE)
2026-02-16,20:47:47,Magdalena,Lisa Manobal,AUTHORIZED
2026-02-16,20:47:52,Magdalena,Jisoo Kim,AUTHORIZED
2026-02-16,20:48:07,Magdalena,Jennie Kim,AUTHORIZED
2026-02-16,21:05:13,Teresita,Lee Ji-eun,AUTHORIZED
2026-02-16,21:05:40,TEACHER (Mark),Lee Ji-eun,AUTHORIZED (TEACHER OVERRIDE)
2026-02-16,21:09:10,Teresita,Lee Ji-eun,AUTHORIZED
2026-02-16,21:09:34,TEACHER (Mark),Lee Ji-eun,AUTHORIZED (TEACHER OVERRIDE)
2026-02-16,21:10:01,TEACHER (Mark),Rosé Park,DENIED
2026-02-16,21:10:17,Teresita,Jennie Kim,DENIED
2026-02-16,21:10:29,Teresita,Lee Ji-eun,AUTHORIZED
